"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"	"basic_classification"	"modified_classification"	"Недовіра"	"Конспірологічні"	"Соціальні"	"Дезінформація"
"12/20/2021 13:23:17"	"Стоматолог"	"2-2"	1	"стоматолог"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Ні"	"Так"	"Ні"	"Страх"	"25-35"	"Професіонали"	"Спеціальності сфери охорони здоров’я"	1			
"12/20/2021 13:46:15"	"Вчитель "	"2-5"	1	"вчитель"	"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Примусова вакцинація, людей осуджують за їх вибір, недовіра до вакцини"	"25-35"	"Професіонали"	"Спеціальності сфери освіти"	1		1	
"12/20/2021 14:17:11"	"Декрет"	"10-10"	1	"декрет"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Так"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Ні"	"Недовіра медичній сфері обслуговування"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/20/2021 14:47:33"	"Инспектор"	"1-7"	0.705882352941176	"директор"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Нет доверия"	"25-35"	"ЗВДСКМ(У)"	"Керівні спеціальності"	1			
"12/20/2021 14:54:30"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Ні"	"Ні"	"Ні"	"Сумніви щодо якості вакцини,страх"	"25-35"	"Фахівці"	"Спеціальності сфера фінансів"	1			
"12/20/2021 14:59:55"	"Фоп"	"1-7"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Недовіра до держави та медицини "	"16-25"	"ЗВДСКМ(У)"	"Керівні спеціальності"	1			
"12/20/2021 15:15:17"	"Провізор"	"2-2"			"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Ні"	"Ні"	"Ні"	"Недовіра до уряду, медицини. Погана обізнаність. Халатне ставлення до здоров'я"	"25-35"	"Професіонали"	"Спеціальності сфери охорони здоров’я"	1			
"12/20/2021 15:56:57"	"Студентка КНЛУ"	"11-10"	0.875	"студент"	"Так, вважаю"	"Так, довіряю"	"Так, довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Позитивно"	"Ні"	"Так"	"Ні"	"В недовірі до влади, а отже і медицини, страх, щотце щось невідоме"	"16-25"	"Незайняті (школярі, студенти)"	"Спеціальність невідома"	1			
"12/20/2021 16:18:24"	"Обслуговування"	"9-9"			"Так, вважаю"	"Скоріше ні"	"Так, довіряю"	"Так"	"Так"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Позитивно"	"Ні"	"Ні"	"Ні"	"Недовіра до держави (що насправді і не заслугувала довіри) та факт, що тільки держава може бути відповідальна за перетин особистих меж під час кампанії з вакцинації"	"16-25"	"Найпростіші професії"	"Сфера обслуговування"	1			
"12/20/2021 17:41:29"	"домохозяйка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"люди понимают что пандемия это фейк или не доверяют вакцине потому что она этапе эксперимента"	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/20/2021 18:01:52"	"Приватной підприємець"	"1-7"	0.952380952380952	"приватний підприємець"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Даний препарат не є вакциною: він експериментальний."	"45-60"	"ЗВДСКМ(У)"	"Керівні спеціальності"		1		
"12/20/2021 19:09:31"	"Підприємець "	"1-7"	1	"підприємець"	"Так, вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Так"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Є люди, які піклуються про своє здоров’я завчасно, а не під час епідемій. Або мають звички, які є причиною збалансованого природнього імунітету. 
Ці люди не є континенгетом лікарень чі ЦА аптек, або вакцин. 

Є люди, які ведуть не здоровий спосіб життя: алкоголь, тютюн, токсичне харчування у великих кількостях, емоційне навантаження, ментально переобтяжені. Можливо, вакцині заспокоюють їх страхи перед майбутнім. Типа плацебо )))

"	"45-60"	"ЗВДСКМ(У)"	"Керівні спеціальності"	1			
"12/20/2021 19:19:00"	"Безробітня"	"10-10"	0.9	"безробітна"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Недовіра державі та мед. системі, тиск з боку держави, ніхто не дає гарантії з приводу побічних реакцій/ускладнень організму на вакцинацію"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1		1	
"12/20/2021 21:29:11"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Ні"	"Недовіра до вакцини розробленої в стислі терміни,  до нових технологій, лякають можливі не до кінця вивчені наслідки"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/20/2021 22:28:23"	"лікар"	"2-2"	1	"лікар"	"Так, вважаю"	"Скоріше так"	"Так, довіряю"	"Ні"	"Так"	"Близько трьох чвертей знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Так"	"В моєму випадку, - вагітність.
У випадку інших, - страх, дефіцит знань"	"25-35"	"Професіонали"	"Спеціальності сфери охорони здоров’я"	1			
"12/20/2021 22:38:13"	"В декреті "	"10-10"	0.8	"декрет"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Важко відповісти"	"Ні"	"Скоріше негативно"	"Ні"	"Так"	"Ні"	"Недовіра до існуючих вакцин, страх побічних ефектів"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/20/2021 22:43:11"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Ні"	"Ні"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Недовіра до влади в країні та ЗМІ."	"16-25"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/20/2021 22:43:45"	"Безробітна...."	"10-10"	0.833333333333333	"безробітна"	"Ні, не вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Страх"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/20/2021 22:59:39"	"Тьютор англ мови онлайн "	"2-5"			"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Недовіра до вакцини, яку створили досить швидко. 
Закриті дані про результати тестувань на 50 років ( у файзер). 
Примусова вакцинація усіх формує негативне ставлення до кампанії вакцинації. Мало інформації про те, як працюють вакцини, чому важливо вакцинуватися, при цьому заборона для невакцинованих відвідувати будо які місця, користуватися транспортом - не хочуть, щоб люди вакцинувалися з власного рішення, а примусово. 
Думка про те, що примусила вакцинація - це спосіб заробити багато грошей компаніям, які виготовляють вакцини і політикам, які впроваджують обов’язкові 2,3 і тд дози. "	"25-35"	"Професіонали"	"Спеціальності сфери освіти"	1		1	
"12/21/2021 0:23:14"	"В декретній відпустці"	"10-10"	0.769230769230769	"декретна відпустка"	"Так, вважаю"	"Скоріше ні"	"Скоріше так"	"Так"	"Важко відповісти"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Скажу саме про себе. Я вважаю вакцину ще не гарно дослідженою. І не відомо які побічні дії вона може дати, через пів року-рік. Я не знаю як вона вплине на моє подальше здоров'я, тому я поки утримуюся від вакцинації. Мені страшно. Я боюся. Дуже багато слухів, і не відомо, що з них правда, а що брехня"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			1
"12/21/2021 0:35:46"	"Бухгалтер "	"3-3"	1	"бухгалтер"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Так"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Ні"	"Ні"	"Ні"	"Не доверие к государству и вакцине "	"35-45"	"Фахівці"	"Спеціальності сфера фінансів"	1			
"12/21/2021 1:15:08"	"В декретній відпустці"	"10-10"	0.769230769230769	"декретна відпустка"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Недовіра"	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/21/2021 5:01:17"	"Майстер з ремонту техніки"	"3-1"			"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Ймовірно більшість людей вважає вакцину і її аналоги не дієвими і , а спроби примусового вакцинування населення не перевіреними на всі 100% вакцинами. Якби людям це все максимально показали,  потім після цього ще раз перепровірили окремими і незалежними одне від одного організаціями і лабораторіями, які б у відкритій формі показали результати досліджень і перевірок , що вакцина діє. Для чого колоти  1-2 дозами чогось не зрозумілого, яке  потім  дає сильний ефект на організм і імунну систему, погіршуючи здоров’я людини. Тут можна описати довгою статтею, але чи потрібно, який в цьому сенс, це опитування для галочки, ось і все."	"25-35"	"Фахівці"	"Спеціальності науково-технічної спрямованості"			1	
"12/21/2021 9:02:38"	"Викладач "	"2-5"	1	"викладач"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Ні"	"Недовіра до медицини та уряду з питань, не пов'язаних із COVID, низький рівень освіченості населення."	"25-35"	"Професіонали"	"Спеціальності сфери освіти"	1			
"12/21/2021 10:11:28"	"викладач"	"2-5"	1	"викладач"	"Так, вважаю"	"Скоріше ні"	"Скоріше ні"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Ні"	"страх"	"35-45"	"Професіонали"	"Спеціальності сфери освіти"	1			
"12/21/2021 10:29:33"	"Менеджер з продажу"	"1-7"	1	"менеджер"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Так"	"Скоріше негативно"	"Ні"	"Так"	"Ні"	"Недовіра до результату. Сумнівна якість. Нав'язування і примус зі сторони уряду."	"25-35"	"ЗВДСКМ(У)"	"Керівні спеціальності"	1		1	
"12/21/2021 10:33:52"	"Мед працівник"	"5-4"	0.72	"соцпрацівник"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Недовіра складу"	"25-35"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"	1			
"12/21/2021 10:42:33"	"Администратор"	"1-7"	1	"адміністратор"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Это клинический эксперимент. Не вакцинация"	"35-45"	"ЗВДСКМ(У)"	"Керівні спеціальності"		1		
"12/21/2021 11:00:30"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Недовіра"	"35-45"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/21/2021 11:00:36"	"Вчитель у декретній відпустці"	"2-5"	1	"вчитель"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Всі або майже всі"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Ні"	"Ні"	"Ні"	"Не впевненість у безпечності вакцини, страх за побічні реакції, не впевненість у стані власного здоров'я, чи не спровокує вакцинація хворобу, яка десь причаїлися у їх організмі (наприклад, знайомому за деякий час після вакцинації діагностували рак 4 стадії, багато хто з оточення співставили це з його вакцинацією, що саме вона була тригером до стрімкого розвитку захворювання). "	"25-35"	"Професіонали"	"Спеціальності сфери освіти"	1			1
"12/21/2021 11:05:21"	"Психолог"	"2-2"	1	"психолог"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Так"	"Негативно"	"Ні"	"Так"	"Так"	"Насильно. Не проверенно. Политика. "	"35-45"	"Професіонали"	"Спеціальності сфери охорони здоров’я"			1	
"12/21/2021 11:08:04"	"Customer support"	"5-4"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Мед.Эксперимент над людьми при неопасном заболевании"	"25-35"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"		1		
"12/21/2021 11:42:23"	"Предприниматель "	"1-7"	1	"підприємець"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Потому что это ограничение прав человека)))
Твари ставят медицинские опыты над людьми.
Массовое уничтожение народа)))"	"16-25"	"ЗВДСКМ(У)"	"Керівні спеціальності"			1	
"12/21/2021 12:00:29"	"Space thermal engineer"	"2-1"			"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше позитивно"	"Ні"	"Так"	"Ні"	"Немає страхування на випадок побічних реакцій"	"16-25"	"Професіонали"	"Спеціальності науково-технічної спрямованості"	1			
"12/21/2021 12:18:34"	"Бизнесмен"	"1-7"			"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Экспериментальная непонятная инъекция от несуществующей болезни которая физически нигде не выделенная "	"25-35"	"ЗВДСКМ(У)"	"Керівні спеціальності"		1		
"12/21/2021 15:15:51"	"Продавець"	"5-4"	1	"продавець"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Для чого шмурдяк колоти - є імунітет."	"35-45"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"		1		
"12/21/2021 15:27:38"	"Домогосподарка"	"10-10"	1	"домогосподарка"	"Так, вважаю"	"Скоріше так"	"Скоріше так"	"Ні"	"Ні"	"Близько половини знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є загиблі"	"Ні"	"Позитивно"	"Ні"	"Так"	"Ні"	"«Кума сусідки мої троюрідної тітки сказала..» чи «то всьо через гроші..», чи «а вон Коля переболів і нічьо!».
Люди не довіряють медицині, владі в цілому. Звикли будувати в голові теорії заговорів.
Особисто я хвилювалась не так за саму вакцину, як за умови її зберігання, за дотримання температурного режиму, але прийняла рішення звернутись в клініку, якій довіряю. Чоловік боявся, бо наслухався страшних теорій. Доки вмовила - захворіли. Тепер чекаємо, щоб трішки пройшов час після хвороби, аби вакцинуватись"	"25-35"	"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			
"12/21/2021 17:59:08"	"Кондитер"	"8-8"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Тому що це примусово,і ніхто не дає гарантії що все буде добре.Вона не досліджена до кінця!Це єкперемент!Не можна людей примусово вакцинувати.Це повинно бути добровільно!"	"35-45"	"РОЕКРТУСУМ"	"Творчі та гуманітарні спеціальності"			1	
"12/21/2021 22:29:10"	"Парикмахер"	"5-4"			"Так, вважаю"	"Скоріше так"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Скоріше позитивно"	"Ні"	"Ні"	"Ні"	"Недоверие"	"25-35"	"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"	1			
"12/7/2021 22:36:04"	"Вчитель"	"2-5"	1	"вчитель"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Так"	"Негативно"	"Ні"	"Так"	"Ні"	"Політика, в жодному разі не медичне питання, вакцинація це негативний вплив на здоров'я людей"		"Професіонали"	"Спеціальності сфери освіти"		1		
"12/7/2021 22:38:27"	"Юрист"	"2-6"	1	"юрист"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Вакцинація не має жодної користі"		"Професіонали"	"Юридичні спеціальності"				1
"12/7/2021 22:38:34"	"Аналітик"	"2-1"	1	"аналітик"	"Ні, не вважаю"	"Ні, не довіряю"	"Так, довіряю"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Препарати неефективні і небезпечні.  "		"Професіонали"	"Спеціальності науково-технічної спрямованості"				1
"12/7/2021 22:41:59"	"Не прицюю, не вакцинирована"	"10-10"	0.8	"ні"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Так"	"Негативно"	"Ні"	"Так"	"Так"	"Фашизм"		"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
"12/7/2021 22:54:43"	"Технічний спеціаліст на телебаченні"	"2-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько трьох чвертей знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Скоріше негативно"	"Ні"	"Так"	"Ні"	"Вакцини у стадії вибробування + повна безкарність будь-кого у разі ускладнень або смерті після вакцинації."		"Професіонали"	"Спеціальності науково-технічної спрямованості"				1
"12/7/2021 22:56:08"	"Электромонтер"	"2-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Она не проверенна. Люди умирают от нее"		"Професіонали"	"Спеціальності науково-технічної спрямованості"				1
"12/7/2021 22:58:29"	"Работающий пенсионер, риелтор."	"10-10"	0.947368421052632	"пенсіонер(2)"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Важко відповісти"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"У кожного своя."		"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"				
"12/7/2021 22:59:35"	"Инженер"	"2-1"	1	"інженер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Умение думать и анализировать информацию"		"Професіонали"	"Спеціальності науково-технічної спрямованості"				
"12/7/2021 23:03:47"	"Менеджер"	"1-7"	1	"менеджер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Далося взнаки позитивно, відчуваю підтримку"	"Серед знайомих є люди з ускладненнями"	"Так"	"Негативно"	"Ні"	"Так"	"Так"	"Пагубний вплив на здоров’я компонентів смертельного яду"		"ЗВДСКМ(У)"	"Керівні спеціальності"		1		
"12/7/2021 23:04:49"	"Менеджер"	"1-7"	1	"менеджер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Наявність мізків"		"ЗВДСКМ(У)"	"Керівні спеціальності"		1		
"12/7/2021 23:07:56"	"Медсестра"	"2-2"			"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Люди бачать реальні , пібічні реакції та летальні випадки , а також  аналізи на спермограму у чоловіків показує що у випадку  з 10 ванцинованих, сперма ледь жива у 3 чодовік , а остальні не репробуктивні, тобто стерізовані"		"Професіонали"	"Спеціальності сфери охорони здоров’я"		1		1
"12/7/2021 23:09:11"	"Учитель"	"5-5"	1	"вчитель"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Галимый лохотрон. Идите нахуй со своим ковидом мрази."		"Працівники сфери торгівлі та послуг"	"Спеціальності сфери освіти"		1		
"12/7/2021 23:10:27"	"Приватний підприємець"	"1-7"	1	"приватний підприємець"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Ні"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Важко відповісти"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"В здоровому глузді та здатності фільтрувати та аналізувати інформацію!"		"ЗВДСКМ(У)"	"Керівні спеціальності"		1		
"12/7/2021 23:30:05"	"Продавец"	"5-4"	1	"продавець"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Важко відповісти"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Вакцина не прошла исследования, а так же в ней нет необходимости и возникает вопрос для чего тогда она? "		"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"		1		
"12/8/2021 0:00:52"	"Без работы "	"10-10"	0.761904761904762	"безробітна"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Лож с самого начала"		"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"		1		
